active_preference_coverage,actor_attempts,answer_quality,answer_submission_rate,clip_fraction,completion_rate,correct_answer_rate,dynamic_sampling_constant_reward_groups,dynamic_sampling_dropped_groups,dynamic_sampling_generation_batches,dynamic_sampling_kept_groups,effective_steps,efficiency,entropy,environment_steps,exact_repeats,gradient_norm,guard_rejection_rate,guard_rejections,invalid_actions,kl,learning_rate,passive_preference_coverage,phase_transition_score,preference_coverage,public_control_done_rate,reward_valid_rate,search_coverage,semantic_repeats,step,terminal_reward,turn_credit_conservation_error,turn_credit_max,turn_credit_mean,turn_credit_min,turn_credit_negative_count,turn_credit_positive_count,turn_credit_turn_count,turn_credit_zero_count
0.05412423907166584,14,0.19713995533973183,0.5311208874161615,0.21061413140139942,0.17443071856721537,0.17443071856721537,0,2,2,2,13.010562582003576,0.507188951725228,1.400475419555116,13,3,1.1303004082406467,0.04225032801430563,1,1,0.0,1e-06,0.08047825147169627,0.8824526458268693,0.1346024905433621,0.28238645397601286,0.9907886258031546,0.3899117529672533,2,1,0.16918760360764792,5.937398246365612e-11,0.42417526941862677,0.04845439455842722,-0.19908077306229532,8,7,16,5
0.031684089093111,14,0.08315006407862308,0.42255710380675643,0.20693973075635938,0.09504884573003883,0.09504884573003883,0,3,2,3,13.026763523646416,0.4948339257376472,1.497945115398572,13,3,1.1358327478626216,0.10705409458566242,1,1,0.005063395645460286,1e-06,0.04670253421671854,0.8741659594473044,0.07838662330982954,0.21377416730770482,0.995552767446325,0.35346485458592064,1,2,0.09278125001907767,1.0819368774968024e-10,0.4743836942337895,0.02719029605663248,-0.23424305849513985,8,2,16,5
0.08302823385620359,14,0.28961827441376214,0.6499487705457285,0.17149884603096135,0.2779689696212106,0.2779689696212106,0,2,2,3,13.02075940048565,0.5346785085487868,1.4727239785360249,13,3,1.1493259736833836,0.08303760194260296,1,1,0.00016956336203895542,1e-06,0.12132904748109016,0.8661123638768111,0.20435728133729375,0.36588310680750863,0.994562185783751,0.36631417104519487,3,3,0.2654881002598593,2.4883457897432746e-12,0.4239309241203125,0.03652828691474956,-0.18933292083622366,7,7,16,5
0.0969966406334084,14,0.2902024991642467,0.7329017109188826,0.17854867763537235,0.3175267743352889,0.3175267743352889,0,3,2,3,13.02297438943739,0.5063186439079373,1.4563998409063252,13,3,0.8707355301402023,0.09189755774956439,1,2,0.003923188470992402,1e-06,0.1405312311784803,0.8084750884069709,0.2375278718118887,0.35844198453963505,0.9973742751167807,0.5121563617023339,2,4,0.3051610617714692,1.538801176571632e-10,0.37827604254017355,0.03896071420437755,-0.18996906456187584,7,10,16,5
0.11297713383244284,14,0.16867318906485032,0.29739521860207696,0.2567503971981656,0.16884914276542326,0.16884914276542326,1,2,2,3,13.016105664193358,0.46040251574849894,1.4710773948465017,13,4,1.1078459565300909,0.06442265677343237,1,1,0.0032687738075160215,1e-06,0.16230476456957205,0.8578415528524704,0.2752818984020149,0.2793114291352459,0.9918712556091019,0.5571823616315813,3,5,0.1709600571949,7.918042139159372e-11,0.4368798360842952,0.038301250899517386,-0.1945702907531058,11,5,16,5
0.1427127539463568,14,0.200995461536002,0.6221840442708795,0.22099881808085503,0.2558485447295049,0.2558485447295049,0,2,2,3,13.013435747878237,0.4881051965550355,1.4797517478331332,13,4,0.9815220087395873,0.0537429915129445,1,2,0.001046361999800635,1e-06,0.2033224202113741,0.8350356156155837,0.3460351741577309,0.3671893213120123,0.9951047945889118,0.4956814724422317,1,6,0.2571037830843737,1.4854368386962622e-10,0.484465485536303,0.05524962906350489,-0.20659586710669173,7,6,16,4
0.12388541271047125,14,0.11504816958750363,0.5669564563961548,0.2239569592226314,0.08289953669067486,0.08289953669067486,0,3,2,2,12.027338731204381,0.5201338108412057,1.496020175347324,12,4,1.3034869519766519,0.10935492481752482,2,2,0.005830381252958132,1e-06,0.1750617496830925,0.780328598319657,0.2989471623935637,0.21695433937481198,0.9955968261995788,0.598896029983034,2,7,0.09582897543973742,9.485745892674166e-11,0.47852803011644895,0.05897911639543994,-0.23106247926394036,9,2,16,6
0.08603974184966706,14,0.026231467890858076,0.48086253561680636,0.16284433328022874,0.06923689482807954,0.06923689482807954,0,3,2,2,13.018442495761038,0.565151623541594,1.4297117714013017,13,3,1.2112634999278258,0.07376998304415358,1,1,0.0032764673802471713,1e-06,0.12061326279065186,0.8517845136486037,0.20665300464031894,0.20376335743476698,0.9940675399323714,0.5143592491665028,2,8,0.0824262445674826,8.000890046440232e-11,0.5264794081652503,0.06100324444140068,-0.2055695694556696,11,2,16,5
0.055569934036092936,14,0.1726884829838487,0.587585857926172,0.2025007814982508,0.21569034144406826,0.21569034144406826,0,3,2,3,14.004899500297185,0.5089906122405724,1.4366096537293447,14,3,1.2040561251136852,0.019598001188738466,0,1,0.007395220397696313,1e-06,0.0772940712336597,0.8916988485631709,0.13286400526975262,0.3229545354007324,0.995102374565406,0.47379431442705056,1,9,0.2109978419229188,3.422988125356771e-10,0.4757908577267017,0.04142097440452096,-0.19879268055387225,8,6,16,5
0.045904374671645806,14,0.049432254842213676,0.38460879100185075,0.2390803513047326,0.04630457617831474,0.04630457617831474,0,3,2,2,13.011257157207416,0.4944918285962787,1.4870764311203364,13,3,1.1434953836596446,0.04502862882966426,1,2,0.008418176822392112,1e-06,0.0633672874445187,0.8198352988369055,0.1092716621161645,0.2534726803570866,0.9922747776258015,0.4964880711200384,3,10,0.054428462983498835,6.821170099224771e-11,0.49678392974318814,0.038515484334704655,-0.19235715578147033,11,2,16,6
0.16171284063866267,14,0.15767123843665914,0.41832350317874023,0.21594398479121246,0.15008997357156378,0.15008997357156378,0,3,2,2,13.01052755311008,0.536119635765316,1.5182898066208494,13,3,1.2417662391573576,0.04211021244032202,1,2,0.008226914990999146,1e-06,0.22159673996273402,0.8240150696985898,0.3833095806013967,0.23506968539270942,0.9940304603233092,0.5803517856627934,4,11,0.16560401381774748,1.0951859949965639e-10,0.4193046967243328,0.02286186444214286,-0.23906162237041478,10,4,16,4
0.03578624133314109,14,0.12469451282010961,0.5118907586144409,0.20301030019840047,0.13662030863067331,0.13662030863067331,0,2,2,3,14.005828434200563,0.5267118998088439,1.397493202349655,14,3,1.2753580958124644,0.02331373680224945,0,1,0.00854554122261453,1e-06,0.04869162125392549,0.8967359594483152,0.08447786258706658,0.3575291831137942,0.9972632473272985,0.549372808513664,2,12,0.13738027535572084,5.393753808971546e-11,0.3880045749781551,0.031566443666970166,-0.17571573431561605,11,1,16,4
0.14247719293561573,14,0.2513428016884972,0.5916642207880183,0.2005882274107961,0.3275846718190649,0.3275846718190649,0,2,2,4,14.000264629494005,0.5619962948949538,1.5146933825024291,14,3,1.2879987194381435,0.001058517976016804,0,1,0.0064643893721077535,1e-06,0.19254060643662702,0.9161292045084536,0.33501779937224274,0.39991811839316616,0.9908072230597246,0.49190612120398813,2,13,0.3223843708318066,1.357865801522829e-10,0.5221513758313994,0.06045201092292457,-0.16911624947819165,8,8,16,5
0.14309618655697331,15,0.2548112171341867,0.4719759861559372,0.25034229173350714,0.18225448944324452,0.18225448944324452,0,2,2,3,15.0,0.41849627440950316,1.4668269156788065,15,4,1.260242983119391,0.0,0,1,0.010531839457888383,1e-06,0.19211938416680457,0.8668191966159116,0.3352155707237779,0.23234796386337211,0.9939952988221668,0.4842300964814587,3,14,0.1912117703940369,1.3602438662885323e-11,0.38462048726441556,0.038073586515832744,-0.2057097132410038,10,4,17,4
0.011903970066526322,15,0.2888985439034892,0.6985397648580769,0.2809619419958405,0.33367137363325033,0.33367137363325033,0,3,2,3,14.010039536689762,0.3683414513688357,1.5162279088727604,14,4,1.1337814036185876,0.04015814675904854,1,2,0.007998279409187507,1e-06,0.0158831197159163,0.8271632846034958,0.027787089782442626,0.39568006603281436,0.9918846893406866,0.49914077354346265,3,15,0.30646982610229206,4.074114873729278e-11,0.3973895276292763,0.04878253423543242,-0.20466893780277204,10,10,17,4
0.08695774309685077,15,0.24496686583691277,0.6462055476060132,0.24064184252026155,0.24344668608136932,0.24344668608136932,0,2,2,3,14.009161057553548,0.4637775909643272,1.3835652731371473,14,3,1.0690050880787945,0.036644230214193815,1,1,0.009000028959846185,1e-06,0.11534396352030785,0.8962492569402593,0.2023017066171586,0.3514190166283984,0.9940031995728084,0.587168307702525,3,16,0.23848525883624322,1.6780389790301963e-10,0.47253063140222,0.0415428544129942,-0.20495456200625722,9,7,17,5
0.12109602969431686,14,0.25961946092914306,0.792834684551731,0.2254167887483302,0.3677454914412538,0.3677454914412538,0,2,2,3,14.006159323839611,0.5301123425962897,1.4968836954919356,14,3,1.0441418301542202,0.02463729535844772,0,2,0.010328885962333409,1e-06,0.1597377607506986,0.8240224325510896,0.28083379044501544,0.3601765726552021,0.9996759298281449,0.73312392242533,2,17,0.35489194413315206,1.6263105779821696e-10,0.4736780625004843,0.06129432880769455,-0.22659527067156743,7,12,16,4
0.10245399589911162,14,0.19619880247689078,0.4659416539794706,0.2248028091183334,0.21630947308836362,0.21630947308836362,0,2,2,3,13.01834859074122,0.5018549945542555,1.4281142030149596,13,3,1.1332385928025752,0.07339436296488247,1,1,0.007151222488770101,1e-06,0.13444739744716816,0.8977889259055649,0.23690139334627977,0.30864647324771627,0.9970193006591488,0.6261665078935996,2,18,0.21655866119947775,1.0539302200906053e-10,0.41345628482494845,0.04478240363005873,-0.21044775132394059,9,6,16,5
0.10337581948865625,14,0.10374606586556002,0.38759802683775235,0.22072903178598738,0.08506142639484993,0.08506142639484993,1,3,2,3,14.005931683099746,0.4325201575316027,1.4592616207575304,14,3,1.3147531640033823,0.0237267323989853,0,1,0.013738354322443422,1e-06,0.13500470016941485,0.8627271491090063,0.23838051965807108,0.2453774499815165,0.9950552530502985,0.49929566967222516,2,19,0.09830760979985267,5.026631305970518e-11,0.4586308462083309,0.0534728920513528,-0.1831435797898103,9,1,16,4
0.19651793613939955,14,0.1574709096784233,0.6386286983993666,0.25786648589634376,0.21599816131650484,0.21599816131650484,0,2,2,2,14.002533226823125,0.4089409334866123,1.5018251969593932,14,5,1.2390247135453312,0.010132907292500007,0,2,0.019411194699036124,1e-06,0.2555080665437757,0.8225641973549342,0.4520260026831753,0.20211645607828918,0.9997026787643459,0.5832400576450634,2,20,0.23023117898118578,1.8525188410644432e-10,0.3523355512170824,0.040380611474978095,-0.17659133517210673,10,4,16,5
0.2525798184624847,14,0.2546781453093471,0.5901941167914757,0.24123197335808622,0.27195289238770537,0.27195289238770537,0,3,2,2,14.004435660243612,0.5058867559774102,1.44202799803383,14,3,1.1650370141501127,0.017742640974446028,0,1,0.01442603900171964,1e-06,0.3270729767948094,0.8944254754090054,0.5796527952572941,0.30234610495680747,0.9911387081717042,0.6267291243512073,3,21,0.2868650665552504,1.0992547775936599e-10,0.47631743945492355,0.04681680884198358,-0.2347048295289283,9,9,16,5
0.07110823798254723,14,0.23789487574861432,0.5500013502852404,0.22514579827386705,0.24023825977703248,0.24023825977703248,1,3,2,3,14.002371676814072,0.5628078551639011,1.5050841764124157,14,4,1.1913887979825144,0.00948670725628633,0,1,0.020108121150721556,1e-06,0.09174559168193729,0.9439728797774006,0.16285382966448453,0.35684069155165216,0.9899565411441958,0.5109054469008173,2,22,0.2394620800879043,9.631149939494424e-11,0.4055805746200386,0.038435602799213896,-0.2640789750361123,8,7,16,5
0.15721670951476127,14,0.24304607755344282,0.6733383916187544,0.23221125253303065,0.2460332680079814,0.2460332680079814,0,2,2,3,14.00675297992747,0.48082891702314295,1.51794623416905,14,4,1.1233866343336085,0.027011919709881056,0,1,0.018570304563218513,1e-06,0.20219157676211838,0.8940044707103753,0.35940828627687965,0.309282170164966,0.9937267502605658,0.5646724276189554,2,23,0.24950032503249323,1.7972741768110234e-10,0.5215319852056487,0.04283366560893359,-0.20899284169218915,7,7,16,4
0.10019550930423972,14,0.060849913668590196,0.4103317666277323,0.1471972980121501,0.09704227118548062,0.09704227118548062,0,3,2,2,13.016841156101403,0.47992651829913324,1.4366164722693304,13,3,1.211063145574084,0.06736462440561647,1,1,0.02038742565623612,1e-06,0.12849763355265098,0.9641995034817878,0.22869314285689069,0.29903313393392683,0.996792296529607,0.5672672229115634,1,24,0.11045048862282936,3.25945590631456e-10,0.4101645908555625,0.056071632270810114,-0.183680819853633,10,2,16,5
0.03259921908578328,14,0.18711388644040472,0.6458916284439065,0.244642993324018,0.22240543759548953,0.22240543759548953,0,2,2,2,13.01408251444616,0.539150879669649,1.4190069521839317,13,4,1.2811453110736877,0.05633005778464491,1,1,0.018642494384056955,1e-06,0.04170836892338009,0.9289330073984609,0.07430758800916337,0.3502379628236717,0.9928907871450467,0.6266921800309654,2,25,0.22094345726743492,2.927390353861014e-10,0.4079328547572502,0.07234912996872236,-0.1731752936983435,7,6,16,5
0.2328613302254477,14,0.24796858414866843,0.8015291738916633,0.1881552476089173,0.3110582359371473,0.3110582359371473,0,3,2,3,13.013028895196982,0.5093237202007483,1.4410035738502536,13,3,1.035117333885985,0.05211558078792923,1,1,0.01929384700002154,1e-06,0.29735266118314735,0.8854456265791025,0.530213991408595,0.3872503604099304,0.9962330188969178,0.6027143355499698,1,26,0.31592238228092984,1.1535513378706826e-10,0.4500928768425104,0.06478705471702856,-0.20314866399098458,6,9,16,6
0.07619497627016109,14,0.2978779005458971,0.7572299125216818,0.19194388159422257,0.3138825291644037,0.3138825291644037,1,3,2,3,13.021463934871086,0.47046415221140303,1.4399192751783603,13,3,1.1194507645047524,0.08585573948434667,1,1,0.01945149580256647,1e-06,0.09715177555470145,0.9624329769795894,0.17334675182486253,0.42936972712310617,0.9956744873859972,0.5905882329756194,2,27,0.3038439786442519,2.5052286430445404e-10,0.42348931148417474,0.038789786247943964,-0.19627009390784197,8,9,16,5
0.10457990036640676,14,0.1267865830036591,0.5302242047585095,0.2008680246475921,0.12267520528703653,0.12267520528703653,1,3,2,2,14.00391320629424,0.46325238795907153,1.4096195154495197,14,5,1.198851741122161,0.01565282517695441,0,1,0.019827749726460786,1e-06,0.1332035421717091,0.9283843319891802,0.23778344253811587,0.22533157017580224,0.9932350435936476,0.6134220234619795,1,28,0.14182217094294144,1.266331811605992e-10,0.46078594126339106,0.06157858611446394,-0.20408694671993735,10,5,16,6
0.12561889446365299,14,0.1967930235447583,0.46972747839194295,0.17348373327143168,0.2308469984061778,0.2308469984061778,0,2,2,2,14.0052698028222,0.4572588956084494,1.4021590896674372,14,4,1.304094164956215,0.02107921128880179,0,1,0.02059903282942211,1e-06,0.15990426657356,0.9630400458240365,0.285523161037213,0.3611267817162064,0.9987699303419993,0.5581310303255396,3,29,0.23422200193907633,1.520012750269475e-10,0.39454165633726884,0.04788213802950121,-0.181836591279184,10,8,16,4
0.18063489935799654,14,0.1904356613937957,0.6668631086222432,0.12863340462203737,0.21342732470773218,0.21342732470773218,0,2,2,3,13.014355455130346,0.5160531074860697,1.4423161459246403,13,3,1.1334363812443633,0.05742182052138529,1,1,0.019804373703326862,1e-06,0.22990020261870078,0.8711671246662028,0.4105351019766973,0.2894153560103265,0.9943945742575232,0.6493410770035466,2,30,0.2249020291471175,2.160214185947477e-10,0.4308999582568182,0.03824325594206156,-0.2378646246875329,9,8,16,6
0.1512190984692043,14,0.05249176742324872,0.4242702827494094,0.14699854138813626,0.03744547004879811,0.03744547004879811,1,3,2,2,13.015077100087654,0.617996468103847,1.400481304930325,13,4,1.2156013889682322,0.060308400350610886,1,1,0.0202500166094227,1e-06,0.19251837788967444,0.8674642563127541,0.34373747635887875,0.2554242443266915,0.9904572503616613,0.7752217101520573,1,31,0.0643272456021504,1.1536545422209066e-10,0.4159981245361313,0.05200706414730467,-0.16372604550100445,12,1,16,6
0.16143154607891233,14,0.32188827745689785,0.6757621094024024,0.18685019842789424,0.3585890115223772,0.3585890115223772,0,3,2,4,13.021465497832278,0.5521711548716463,1.3675837153302786,13,4,1.0686836793301764,0.08586199132911126,1,1,0.02140147184134986,1e-06,0.20567273694380625,0.8745065629788366,0.3671042830227186,0.41829104705238945,0.995113871405697,0.6747376294901951,4,32,0.35089355071374606,4.021520839990333e-11,0.4229679696952579,0.030585510723332546,-0.2045593398159751,8,8,16,5
0.2218938774998519,14,0.23836467001449668,0.5749625642687414,0.16329951823406053,0.2565543979397644,0.2565543979397644,0,3,2,3,13.01024447814809,0.4654605759750515,1.4360040006973092,13,4,1.0852707749934865,0.04097791259236171,1,1,0.023724229857830997,1e-06,0.28304174064154736,0.8698207292701988,0.5049356181413993,0.33156452529692093,0.9919556861274899,0.7961862449720274,2,33,0.27097510260541885,4.264491402209828e-10,0.46810796622617834,0.0372681010815759,-0.2096275926080131,8,7,16,5
0.13962327937855862,14,0.19833946951939718,0.6241087653527224,0.1350432232835321,0.24370123595409368,0.24370123595409368,0,2,2,3,14.002941698680928,0.500496525417808,1.3988380401995686,14,4,1.013255624531659,0.011766794723713943,0,2,0.02423534360834655,1e-06,0.17839084935505448,0.7937104359584988,0.3180141287336131,0.2549020766415524,0.9930402272748801,0.6850421657273728,3,34,0.2501250258319131,2.0772397561484395e-10,0.35844075910082895,0.037252124918919834,-0.23966631422323809,10,7,16,7
0.17741822149201122,14,0.3563242363338975,0.7534249711805383,0.10419385962887012,0.3661312248258033,0.3661312248258033,0,2,2,3,13.010100883992871,0.44525883550360734,1.3992440182002543,13,3,0.9850171575878485,0.04040353597148603,1,1,0.023532766569311355,1e-06,0.22715034912512302,0.8433224747892211,0.40456857061713425,0.448467628271347,0.9958181564106168,0.6337076985958494,3,35,0.3619156318198338,4.103416835284734e-10,0.3699488257648976,0.04501699361959393,-0.17540274950182463,4,11,16,5
0.08947229776445657,14,0.21282977640585166,0.5127489038940982,0.15220596211254647,0.2322871128558744,0.2322871128558744,0,3,2,3,13.012136883292667,0.3978239078734582,1.4740076397081852,13,4,1.0782380317122366,0.048547533170667116,1,2,0.02388965430950548,1e-06,0.11483988658552889,0.798877662694552,0.20431218434998547,0.3547927687635075,0.9923893115368715,0.6604114345481411,2,36,0.22737189405030334,1.9955132781284477e-10,0.3596801715783709,0.05419328118382701,-0.23555243454748329,9,5,16,5
0.13986302125669925,14,0.12889798755464033,0.5686340474446078,0.14563120841939778,0.12564240436169444,0.12564240436169444,0,3,2,2,14.007552672603923,0.4489650947327774,1.3898545594597689,14,4,1.2052347185913361,0.030210690415694273,0,1,0.023592082445246097,1e-06,0.18004527835066975,0.8788613942693109,0.319908299607369,0.1608338872357863,0.9960842838445413,0.745206522044242,2,37,0.14590441815786803,2.2958956181959987e-10,0.464886120797211,0.028693306993273077,-0.1688897019380885,12,3,16,5
0.024949321673586124,14,0.06879586425947139,0.4318830025053082,0.13038560674828809,0.09483008607266277,0.09483008607266277,0,3,2,2,13.016620231879628,0.4945024222557282,1.3572617546985288,13,4,1.2112897595305745,0.06648092751850933,1,1,0.02994228580379039,1e-06,0.03222512480414117,0.8677258740398915,0.05717444647772729,0.24341808337261742,0.9935156749503019,0.5484324915806227,2,38,0.09424657668277849,2.3860102505187885e-10,0.41899506529567404,0.009655195284702569,-0.1808710863910758,11,3,16,5
0.09997101051363734,14,0.06308928812370397,0.2587877193520639,0.1845135407684398,0.0849942388405224,0.0849942388405224,0,3,2,3,13.02256088081274,0.4576002535909518,1.3459674726452842,13,3,1.1564489982512907,0.09024352325096513,1,1,0.025535638303884802,1e-06,0.1296121013350175,0.884538241341967,0.22958311184865482,0.29604774646084386,0.9941534898095996,0.7182971089859952,2,39,0.10240155068219171,3.4155540680222605e-11,0.48265033389763246,0.03910007860700253,-0.23411865767929546,9,3,16,5
0.1417738817275064,14,0.2995263722483419,0.6755835223344786,0.14726716279610766,0.33141228492615016,0.33141228492615016,0,3,2,3,14.007581832355408,0.4440091030810358,1.3933096411352808,14,3,1.1087457102908151,0.030327329421633954,0,1,0.0267349616668642,1e-06,0.18457701176019523,0.9256712566448971,0.32635089348770163,0.4545947366299588,0.9945374345434641,0.6307288331011527,1,40,0.32696682573927077,2.0175503650254176e-10,0.4621063399783867,0.04182464276298184,-0.20301500170929376,7,9,16,5
